flag,homeport_state_1789_fr,destination_ferme_bureau,year,destination_ferme_direction,destination,departure_action,homeport,departure_state_1789_fr,destination_action,departure_ferme_direction,tonnage_class,tonnage,departure,destination_state_1789_fr,departure_ferme_bureau
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Portsmouth,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Newcastel,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Hull,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Hamburguese,Hambourg,,1789,,Hambourg,out,Hambourg,France,in,,[101-200],140,Dunkerque,Hambourg,
Dutch,Provinces-Unies,,1789,,Zierikzee,out,Zierickzee,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Zierikzee,out,Zierickzee,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Zierikzee,out,Zecriekzee,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[51-100],60,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[21-50],45,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[21-50],45,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[21-50],45,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[21-50],45,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[21-50],44,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[101-200],118,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[101-200],180,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[21-50],44,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Terver,out,Flessingue,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],135,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],145,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],125,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],145,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],130,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],125,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],125,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],145,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],130,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],125,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Londres,France,in,,[101-200],180,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],155,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],145,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],140,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],130,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[201-500],260,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],130,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
Spanish,Espagne,,1789,,Deva,out,Bilbao,France,in,,[51-100],70,Dunkerque,Espagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[51-100],90,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],130,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],150,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Southampton,out,Jersey,France,in,,[51-100],56,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Southampton,out,Southampton,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Scheveningen,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelingue,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelingue,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelinge,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelinge,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelinge,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelinge,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelinge,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Scheveningen,out,Schevelinge,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Rotterdam,out,Rotterdam,France,in,,[51-100],72,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Rotterdam,out,Rotterdam,France,in,,[51-100],95,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Rotterdam,out,Rotterdam,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Rotterdam,out,Rotterdam,France,in,,[101-200],105,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Rotterdam,out,Rotterdam,France,in,,[51-100],70,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Rotterdam,out,Rotterdam,France,in,,[51-100],72,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Rotterdam,out,Rotterdam,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Riga,out,Londres,France,in,,[51-100],100,Dunkerque,Empire russe,
British,Grande-Bretagne,,1789,,Portsmouth,out,Newcastle,France,in,,[51-100],85,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Pool,out,Hull,France,in,,[51-100],60,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Padstow,out,Padstow,France,in,,[21-50],40,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Padstow,out,Padstow,France,in,,[21-50],32,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Newcastle,out,Newcastle,France,in,,[51-100],77,Dunkerque,Grande-Bretagne,
Danish/Norwegian,Danemark,,1789,,Mandal,out,Mandahl,France,in,,[101-200],140,Dunkerque,Danemark,
Danish/Norwegian,Danemark,,1789,,Mandal,out,Mandahl,France,in,,[101-200],130,Dunkerque,Danemark,
Dutch,Provinces-Unies,,1789,,Maesluys,out,Maesluys,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],52,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Glascow,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[21-50],35,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Le Croisic,1789,Nantes,Le Croisic,out,Croisic,France,in,,[51-100],58,Dunkerque,France,
Dutch,Provinces-Unies,,1789,,Londres,out,Amsterdam,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],92,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[101-200],102,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Southampton,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[101-200],106,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[201-500],250,Dunkerque,Grande-Bretagne,
French,France,Libourne,1789,Bordeaux,Libourne,out,Libourne,France,in,,[101-200],130,Dunkerque,France,
British,Grande-Bretagne,,1789,,Leith,out,Leith,France,in,,[51-100],55,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Leith,out,Leith,France,in,,[51-100],63,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Harwich,out,Harwich,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Austrian NL,Autriche,,1789,,Gothembourg,out,Newport [Austrian NL],France,in,,[51-100],100,Dunkerque,Suède,
Austrian NL,Autriche,,1789,,Gothembourg,out,Nieuport,France,in,,[51-100],100,Dunkerque,Suède,
British,Grande-Bretagne,,1789,,Glasgow,out,Glascow,France,in,,[51-100],75,Dunkerque,Grande-Bretagne,
French,France,,1789,,Guernesey,out,Conquet,France,in,,[21-50],40,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Flessingue,out,Flessingue,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Flessingue,out,Flessingue,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Flessingue,out,Flessingue,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[101-200],200,Dunkerque,Prusse,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[21-50],50,Dunkerque,Prusse,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[21-50],50,Dunkerque,Prusse,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[51-100],65,Dunkerque,Prusse,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[51-100],65,Dunkerque,Prusse,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[51-100],65,Dunkerque,Prusse,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[101-200],145,Dunkerque,Prusse,
Prussian,Prusse,,1789,,Embden,out,Embden,France,in,,[21-50],50,Dunkerque,Prusse,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[21-50],25,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
